,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
1120,Combo khối B00: Đột phá 8+(2020) Sinh học+ Hóa học tập 1 + Toán tập 1: Đại số và giải tích + CC thần tốc luyện đề Sinh học tập 1 và Hóa học tập 2,https://salt.tikicdn.com/cache/280x280/ts/product/db/4e/dd/8f9ea06c6cdb1175848c375a33c6ed10.jpg,Ôn thi THPT quốc gia,Bộ sản phẩm bao gồmĐột phá 8+ Toán tập 1 (phiên bản 2020): Đại số và Giải tíchĐột phá 8+ Hóa học tập 1 (phiên bản 2020)Đột phá 8+ Sinh học (phiên bản 2020)CC thần tốc luyện đề môn Sinh học tập 1C...,782600.0,,,Nhiều tác giả,,,,,Combo khối B00: Đột phá 8+(2020) Sinh học+ Hóa học tập 1 + Toán tập 1: Đại số và giải tích + CC thần tốc luyện đề Sinh học tập 1 và Hóa học tập 2,https://salt.tikicdn.com/cache/280x280/ts/product/db/4e/dd/8f9ea06c6cdb1175848c375a33c6ed10.jpg,Ôn thi THPT quốc gia,Nhiều tác giả,Bộ sản phẩm bao gồmĐột phá 8+ Toán tập 1 (phiên bản 2020): Đại số và Giải tíchĐột phá 8+ Hóa học tập 1 (phiên bản 2020)Đột phá 8+ Sinh học (phiên bản 2020)CC thần tốc luyện đề môn Sinh học tập 1C...,782600.0,Công ty cổ phần CCGROUP Toàn Cầu,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1121,"Chinh Phục Điểm 8,9,10 Bài Tập Trắc Nghiệm Hình Học",https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/_/2.u5762.d20171031.t191911.483269.jpg,Ôn thi THPT quốc gia,"Chinh Phục Điểm 8,9,10 Bài Tập Trắc Nghiệm Hình Học Cuốn sách CHINH PHỤC ĐIỂM 8, 9, 10 BÀI TẬP TRẮC NGHIỆM HÌNH HỌC ra đời nhằm mục đích giúp các em làm quen và luyện tập thật nhiều các dạng toán hay...",110000.0,19 x 27 cm,254.0,"Mẫn Ngọc Quang,Phạm Minh Tuấn,Đỗ Xuân Sỹ",,,,,"Chinh Phục Điểm 8,9,10 Bài Tập Trắc Nghiệm Hình Học",https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/_/2.u5762.d20171031.t191911.483269.jpg,Ôn thi THPT quốc gia,"Mẫn Ngọc Quang,Phạm Minh Tuấn,Đỗ Xuân Sỹ","Chinh Phục Điểm 8,9,10 Bài Tập Trắc Nghiệm Hình Học Cuốn sách CHINH PHỤC ĐIỂM 8, 9, 10 BÀI TẬP TRẮC NGHIỆM HÌNH HỌC ra đời nhằm mục đích giúp các em làm quen và luyện tập thật nhiều các dạng toán hay...",110000.0,Khang Việt,2017-10-31 00:00:00,Bìa mềm,254.0,Nhà Xuất Bản Dân Trí,19 x 27 cm,,
1122,Rèn Kỹ Năng Làm Bài Trọng Âm Ngữ Âm Môn Tiếng Anh ( bản 2019) (Tặng Bookmark độc đáo),https://salt.tikicdn.com/cache/280x280/ts/product/9a/8b/30/4993278dd61cde4cbe904f1ee19a79f2.jpg,Ôn thi THPT quốc gia,"Rèn Kỹ Năng Làm Bài Trọng Âm Ngữ Âm Môn Tiếng AnhCuốn sách này dành cho:Các bạn đang học lớp 10, lớp 11, lớp 12 phải học và thi môn tiếng Anh năm 2018Các bạn bắt đầu ôn luyện môn Tiếng Anh cho k...",229338.0,,348.0,Vũ Mai Phương,,,,,Rèn Kỹ Năng Làm Bài Trọng Âm Ngữ Âm Môn Tiếng Anh ( bản 2019) (Tặng Bookmark độc đáo),https://salt.tikicdn.com/cache/280x280/ts/product/9a/8b/30/4993278dd61cde4cbe904f1ee19a79f2.jpg,Ôn thi THPT quốc gia,Vũ Mai Phương,"Rèn Kỹ Năng Làm Bài Trọng Âm Ngữ Âm Môn Tiếng AnhCuốn sách này dành cho:Các bạn đang học lớp 10, lớp 11, lớp 12 phải học và thi môn tiếng Anh năm 2018Các bạn bắt đầu ôn luyện môn Tiếng Anh cho k...",229338.0,TKBooks,,Bìa mềm,348.0,,,,
1123,E - Test Luyện Đề Chinh Phục Kì Thi THPT Quốc Gia Môn Sinh Học,https://salt.tikicdn.com/cache/280x280/ts/product/dd/55/d2/1721880b5a626500ba2e46d4c951f1f0.jpg,Ôn thi THPT quốc gia,"Nội dung cuốn sách bám sát ma trận đề thi THPT Quốc gia của Bộ Giáo dục và Đào tạo, với cấu trúc gồm 2 phần chính:Phần 1: Một số đề thi tham khảo. Các câu hỏi được phân bố theo 04 mức độ nhận thức: ...",95200.0,21 x 29.7 cm,212.0,Nhiều Tác Giả,,,,,E - Test Luyện Đề Chinh Phục Kì Thi THPT Quốc Gia Môn Sinh Học,https://salt.tikicdn.com/cache/280x280/ts/product/dd/55/d2/1721880b5a626500ba2e46d4c951f1f0.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,"Nội dung cuốn sách bám sát ma trận đề thi THPT Quốc gia của Bộ Giáo dục và Đào tạo, với cấu trúc gồm 2 phần chính:Phần 1: Một số đề thi tham khảo. Các câu hỏi được phân bố theo 04 mức độ nhận thức: ...",95200.0,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,2020-02-01 00:00:00,Bìa mềm,212.0,Nhà Xuất Bản Thanh Niên,21 x 29.7 cm,,
1124,Combo Bứt Phá Điểm Thi Môn Toán - Lý - Hóa - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online (Tặng kèm Bookmark PL),https://salt.tikicdn.com/cache/280x280/ts/product/bd/3f/b5/c111584633d8938f85fc342c3606d846.jpg,Ôn thi THPT quốc gia,Cuốn sách là bộ tài liệu ôn thi Khối Khoa Học Tự Nhiên đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt nâng cấp so với năm 2018!Tờ tổng hợp kiến ...,520800.0,"<table id=""chi-tiet"" class=""table table-bordered table-detail table-striped"" cellspacing=""0"">
<tbody>
<tr>
<td class=""last"">19 x 26 cm</td>
</tr>
</tbody>
</table>",,Nhiều Tác Giả,,,,,Combo Bứt Phá Điểm Thi Môn Toán - Lý - Hóa - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online (Tặng kèm Bookmark PL),https://salt.tikicdn.com/cache/280x280/ts/product/bd/3f/b5/c111584633d8938f85fc342c3606d846.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,Cuốn sách là bộ tài liệu ôn thi Khối Khoa Học Tự Nhiên đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt nâng cấp so với năm 2018!Tờ tổng hợp kiến ...,520800.0,TKBooks,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,"<table id=""chi-tiet"" class=""table table-bordered table-detail table-striped"" cellspacing=""0"">
<tbody>
<tr>
<td class=""last"">19 x 26 cm</td>
</tr>
</tbody>
</table>",,
1125,Các Chuyên Đề Bám Sát Đề Thi THPT Quốc Gia Số Phức Và Tổ Hợp (2 Trong 1),https://salt.tikicdn.com/cache/280x280/ts/product/7e/d7/c8/1276ac17c11895db7f877371c8eb32c5.jpg,Ôn thi THPT quốc gia,Sách Các Chuyên Đề Bám Sát Đề Thi THPT Phần Số Phức- Tổ Hợp được chia thành 10 phần nhỏ với các nội dung:1. Số Phức Và Các Phép Toán2. Tìm Số Phức Thỏa Điều Kiện3. Phương Trình Nghiệm Phức4. Biểu ...,50000.0,17 x 24 cm,208.0,NGƯT.ThS. Lê Hoành Phò,,,,,Các Chuyên Đề Bám Sát Đề Thi THPT Quốc Gia Số Phức Và Tổ Hợp (2 Trong 1),https://salt.tikicdn.com/cache/280x280/ts/product/7e/d7/c8/1276ac17c11895db7f877371c8eb32c5.jpg,Ôn thi THPT quốc gia,NGƯT.ThS. Lê Hoành Phò,Sách Các Chuyên Đề Bám Sát Đề Thi THPT Phần Số Phức- Tổ Hợp được chia thành 10 phần nhỏ với các nội dung:1. Số Phức Và Các Phép Toán2. Tìm Số Phức Thỏa Điều Kiện3. Phương Trình Nghiệm Phức4. Biểu ...,50000.0,Nhà Sách Hồng Ân,2015-05-01 00:00:00,Bìa mềm,208.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
1126,Thần tốc luyện đề 2020 môn Toán tập 1,https://salt.tikicdn.com/cache/280x280/ts/product/3f/71/73/f5dea14d28fad52fa4da5ce2b0bd341f.jpg,Ôn thi THPT quốc gia,"GIỚI THIỆU SÁCH Từ năm 2017, môn Toán trong kì thi THPT Quốc gia đã chính thức chuyển sang hình thức thi trắc nghiệm 100%. Song vẫn còn nhiều em học sinh lớp 12 hoang mang và gặp khó khăn trong việc ô...",128000.0,,300.0,nhieu tac gia,,,,,Thần tốc luyện đề 2020 môn Toán tập 1,https://salt.tikicdn.com/cache/280x280/ts/product/3f/71/73/f5dea14d28fad52fa4da5ce2b0bd341f.jpg,Ôn thi THPT quốc gia,nhieu tac gia,"GIỚI THIỆU SÁCH Từ năm 2017, môn Toán trong kì thi THPT Quốc gia đã chính thức chuyển sang hình thức thi trắc nghiệm 100%. Song vẫn còn nhiều em học sinh lớp 12 hoang mang và gặp khó khăn trong việc ô...",128000.0,CCBook,,Bìa mềm,300.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1127,Combo luyện thi đại học điểm cao môn Tiếng Anh - Hoá học - Tập 2 - NXB Đại học Quốc gia Hà Nội,https://salt.tikicdn.com/cache/280x280/ts/product/64/d1/5f/c85618035aa41da91c03e60bc1d89444.jpg,Ôn thi THPT quốc gia,"Với những đột phá về nội dung, phương pháp giải cuốn sách chính là trợ thủ đắc lực giúp các em làm chủ kiến thức, bứt phá điểm số môn Hoá - Tiếng Anh.6 điểm “khác biệt” của bộ sách: Bao trọn kiến th...",234000.0,,, Nhiều Tác Giả,,,,,Combo luyện thi đại học điểm cao môn Tiếng Anh - Hoá học - Tập 2 - NXB Đại học Quốc gia Hà Nội,https://salt.tikicdn.com/cache/280x280/ts/product/64/d1/5f/c85618035aa41da91c03e60bc1d89444.jpg,Ôn thi THPT quốc gia, Nhiều Tác Giả,"Với những đột phá về nội dung, phương pháp giải cuốn sách chính là trợ thủ đắc lực giúp các em làm chủ kiến thức, bứt phá điểm số môn Hoá - Tiếng Anh.6 điểm “khác biệt” của bộ sách: Bao trọn kiến th...",234000.0,CCBook,2020-01-01 18:34:58,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1128,"Combo Đột phá 8+ Môn Toán tập 1, Vật lý tập 1 (Phiên bản 2020)",https://salt.tikicdn.com/cache/280x280/ts/product/51/48/da/1a0e4477fc0cb52e255b4929e11a9775.jpg,Ôn thi THPT quốc gia,"Nội dung Đột phá 8+ Toán tập 1: Đại số và giải tích (phiên bản 2020)Cuốn sách có 3 phần: Phần 1 gồm 4 chương kiến thức Đại số và giải tích lớp 12, mỗi chương được chia thành nhiều chuyên đề nhỏChươ...",375000.0,,,Nhiều Tác Giả,,,,,"Combo Đột phá 8+ Môn Toán tập 1, Vật lý tập 1 (Phiên bản 2020)",https://salt.tikicdn.com/cache/280x280/ts/product/51/48/da/1a0e4477fc0cb52e255b4929e11a9775.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,"Nội dung Đột phá 8+ Toán tập 1: Đại số và giải tích (phiên bản 2020)Cuốn sách có 3 phần: Phần 1 gồm 4 chương kiến thức Đại số và giải tích lớp 12, mỗi chương được chia thành nhiều chuyên đề nhỏChươ...",375000.0,CCGROUP,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1129,Hướng Tư Duy Ôn Luyện Đề Chuẩn Bị Kì Thi THPTQG 2019 Anh Văn,https://salt.tikicdn.com/cache/280x280/ts/product/f7/c4/cf/2f1de9fcccb72055d90d0b08fe4ffc81.jpg,Ôn thi THPT quốc gia,"Nhằm định hướng ôn tập kì thi THPT Quốc Gia đạt chất lượng và hiệu quả cao, tác giả xin trân trọng giới thiệu cuốn sách ""Hướng Tư Duy Ôn Luyện Đề Chuẩn Bị Kì Thi THPTQG 2019 Anh Văn"". Quá trình soạn đ...",107200.0,19 x 27 cm,256.0,Bùi Văn Vinh,,,,,Hướng Tư Duy Ôn Luyện Đề Chuẩn Bị Kì Thi THPTQG 2019 Anh Văn,https://salt.tikicdn.com/cache/280x280/ts/product/f7/c4/cf/2f1de9fcccb72055d90d0b08fe4ffc81.jpg,Ôn thi THPT quốc gia,Bùi Văn Vinh,"Nhằm định hướng ôn tập kì thi THPT Quốc Gia đạt chất lượng và hiệu quả cao, tác giả xin trân trọng giới thiệu cuốn sách ""Hướng Tư Duy Ôn Luyện Đề Chuẩn Bị Kì Thi THPTQG 2019 Anh Văn"". Quá trình soạn đ...",107200.0,Khang Việt Book,2019-01-01 00:00:00,Bìa mềm,256.0,,19 x 27 cm,,
1130,Sách - Combo Đột phá 8+(Phiên bản 2020) môn Toán tập 1(đại số và giải tích) và Ngữ Văn (Tặng ngay 1 cuốn Ôn luyện thi trắc nghiệm THPTQG môn Ngữ Văn),https://salt.tikicdn.com/cache/280x280/ts/product/92/22/90/f433904c74ee337e7aefe986813650b8.jpg,Ôn thi THPT quốc gia,Combo Đột phá 8+ Toán tập 1: Đại số và Giải tích và Đột phá 8+ Ngữ văn (phiên bản 2020) nằm trong bộ sách Đột phá 8+ tái bản mới nhất do công ty CCBOOK phát hành. Tiếp nối thành công rực rỡ của phiên ...,500000.0,,,Nhiều Tác Giả ,,,,,Sách - Combo Đột phá 8+(Phiên bản 2020) môn Toán tập 1(đại số và giải tích) và Ngữ Văn (Tặng ngay 1 cuốn Ôn luyện thi trắc nghiệm THPTQG môn Ngữ Văn),https://salt.tikicdn.com/cache/280x280/ts/product/92/22/90/f433904c74ee337e7aefe986813650b8.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả ,Combo Đột phá 8+ Toán tập 1: Đại số và Giải tích và Đột phá 8+ Ngữ văn (phiên bản 2020) nằm trong bộ sách Đột phá 8+ tái bản mới nhất do công ty CCBOOK phát hành. Tiếp nối thành công rực rỡ của phiên ...,500000.0,CCBook,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
1131,Combo Bứt Phá Điểm Thi Môn Toán Văn Anh - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online (Tặng kèm Kho Audio Books) ,https://salt.tikicdn.com/cache/280x280/ts/product/af/96/d8/9a15c5ada51ed6c6b0b3abaac7bc3a25.jpg,Ôn thi THPT quốc gia,"Cuốn sách là bộ tài liệu ôn thi Toán Văn Anh đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt nâng cấp so với năm 2018!Tờ tổng hợp kiến thức, bí k...",520800.0,<p>19 x 26 cm </p>,,Nhiều Tác Giả ,,,,,Combo Bứt Phá Điểm Thi Môn Toán Văn Anh - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online (Tặng kèm Kho Audio Books) ,https://salt.tikicdn.com/cache/280x280/ts/product/af/96/d8/9a15c5ada51ed6c6b0b3abaac7bc3a25.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả ,"Cuốn sách là bộ tài liệu ôn thi Toán Văn Anh đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt nâng cấp so với năm 2018!Tờ tổng hợp kiến thức, bí k...",520800.0,TKBooks,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,<p>19 x 26 cm </p>,,
1132,Combo Bứt Phá Điểm Thi Môn Vật lý - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online (Tặng kèm nút đỡ điện thoại dễ thương),https://salt.tikicdn.com/cache/280x280/ts/product/72/e6/51/d860beb38352495ca0415e5802f7c430.jpg,Ôn thi THPT quốc gia,Combo Bứt phá điểm thi môn Vật Lí 2019 - Phiên bản đặc biệtChắc Kiến Thức - Tư Duy Nhanh - Thi Là ĐỗCuốn sách là bộ tài liệu ôn thi Vật Lí đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớ...,148800.0,"<table id=""chi-tiet"" class=""table table-bordered table-detail table-striped"" cellspacing=""0"">
<tbody>
<tr>
<td class=""last"">19 x 26 cm</td>
</tr>
</tbody>
</table>",,Nhiều Tác Giả,,,,,Combo Bứt Phá Điểm Thi Môn Vật lý - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online (Tặng kèm nút đỡ điện thoại dễ thương),https://salt.tikicdn.com/cache/280x280/ts/product/72/e6/51/d860beb38352495ca0415e5802f7c430.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,Combo Bứt phá điểm thi môn Vật Lí 2019 - Phiên bản đặc biệtChắc Kiến Thức - Tư Duy Nhanh - Thi Là ĐỗCuốn sách là bộ tài liệu ôn thi Vật Lí đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớ...,148800.0,TKBooks,,Bìa mềm,,,"<table id=""chi-tiet"" class=""table table-bordered table-detail table-striped"" cellspacing=""0"">
<tbody>
<tr>
<td class=""last"">19 x 26 cm</td>
</tr>
</tbody>
</table>",,
1133,Các Chuyên Đề Bám Sát Đề Thi THPT Quốc Gia Hình Học Không Gian (2 Trong 1),https://salt.tikicdn.com/cache/280x280/ts/product/4c/66/90/80cb4083c11ad670e410b51131ee81d1.jpg,Ôn thi THPT quốc gia,"Sách Các Chuyên Đề Bám Sát Đề Thi THPT Quốc Gia Hình Học Không Gian do tác giả Lê Hoành Phò biên soạn. Sách được chia ra làm 18 phần theo các chủ đề khác nhau : Vị trí tương đối, giao điểm , giao tuyế...",50000.0,17 x 24 cm,208.0,NGƯT.ThS. Lê Hoành Phò,,,,,Các Chuyên Đề Bám Sát Đề Thi THPT Quốc Gia Hình Học Không Gian (2 Trong 1),https://salt.tikicdn.com/cache/280x280/ts/product/4c/66/90/80cb4083c11ad670e410b51131ee81d1.jpg,Ôn thi THPT quốc gia,NGƯT.ThS. Lê Hoành Phò,"Sách Các Chuyên Đề Bám Sát Đề Thi THPT Quốc Gia Hình Học Không Gian do tác giả Lê Hoành Phò biên soạn. Sách được chia ra làm 18 phần theo các chủ đề khác nhau : Vị trí tương đối, giao điểm , giao tuyế...",50000.0,Nhà sách Sao Mai,2015-06-03 00:00:00,Bìa mềm,208.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
1134,Combo Bí quyết chinh phục điểm cao Ngữ Văn 12 + Địa lí 12 + Ôn luyện thi trắc nghiệm Ngữ Văn + Địa lí,https://salt.tikicdn.com/cache/280x280/ts/product/90/29/c2/d8d887cfee930498afa893ff92df7787.jpg,Ôn thi THPT quốc gia,Bộ sản phẩm bao gồm:Bí quyết chinh phục điểm cao kì thi THPT Quốc gia môn Ngữ vănBí quyết chinh phục điểm cao kì thi THPT Quốc gia môn Địa líÔn luyện thi trắc nghiệm THPTQG 2019 môn Ngữ VănÔn luyệ...,442400.0,,,Nhiều tác giả.,,,,,Combo Bí quyết chinh phục điểm cao Ngữ Văn 12 + Địa lí 12 + Ôn luyện thi trắc nghiệm Ngữ Văn + Địa lí,https://salt.tikicdn.com/cache/280x280/ts/product/90/29/c2/d8d887cfee930498afa893ff92df7787.jpg,Ôn thi THPT quốc gia,Nhiều tác giả.,Bộ sản phẩm bao gồm:Bí quyết chinh phục điểm cao kì thi THPT Quốc gia môn Ngữ vănBí quyết chinh phục điểm cao kì thi THPT Quốc gia môn Địa líÔn luyện thi trắc nghiệm THPTQG 2019 môn Ngữ VănÔn luyệ...,442400.0,Công ty cổ phần CCGROUP Toàn Cầu,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
